	included_in_Bacdive	Physiology_and_metabolism_oxygen_tolerance_oxygen_tolerance	Morphology_cell_morphology_gram_stain	Physiology_and_metabolism_antibiotic_resistance_is_resistant	Morphology_cell_morphology_motility
ASV13434	unknown	unknown	unknown	unknown	unknown
ASV13435	unknown	unknown	unknown	unknown	unknown
ASV13436	unknown	unknown	unknown	unknown	unknown
ASV13437	unknown	unknown	unknown	unknown	unknown
ASV13438	unknown	unknown	unknown	unknown	unknown
ASV13439	unknown	unknown	unknown	unknown	unknown
ASV13440	unknown	unknown	unknown	unknown	unknown
ASV13441	unknown	unknown	unknown	unknown	unknown
ASV13442	unknown	unknown	unknown	unknown	unknown
ASV13443	yes	anaerobe	positive	unknown	no
ASV13444	unknown	unknown	unknown	unknown	unknown
ASV13445	unknown	unknown	unknown	unknown	unknown
ASV13446	unknown	unknown	unknown	unknown	unknown
ASV13447	unknown	unknown	unknown	unknown	unknown
ASV13448	unknown	unknown	unknown	unknown	unknown
ASV13449	unknown	unknown	unknown	unknown	unknown
ASV13450	unknown	unknown	unknown	unknown	unknown
ASV13451	unknown	unknown	unknown	unknown	unknown
ASV13452	unknown	unknown	unknown	unknown	unknown
ASV13453	unknown	unknown	unknown	unknown	unknown
ASV13454	unknown	unknown	unknown	unknown	unknown
ASV13455	unknown	unknown	unknown	unknown	unknown
ASV13456	unknown	unknown	unknown	unknown	unknown
ASV13457	unknown	unknown	unknown	unknown	unknown
ASV13458	unknown	unknown	unknown	unknown	unknown
ASV13459	unknown	unknown	unknown	unknown	unknown
ASV13460	unknown	unknown	unknown	unknown	unknown
ASV13461	unknown	unknown	unknown	unknown	unknown
ASV13462	unknown	unknown	unknown	unknown	unknown
ASV13463	unknown	unknown	unknown	unknown	unknown
ASV13464	unknown	unknown	unknown	unknown	unknown
ASV13465	unknown	unknown	unknown	unknown	unknown
ASV13466	unknown	unknown	unknown	unknown	unknown
ASV13467	yes	microaerophile	unknown	unknown	unknown
ASV13468	unknown	unknown	unknown	unknown	unknown
ASV13469	unknown	unknown	unknown	unknown	unknown
ASV13470	unknown	unknown	unknown	unknown	unknown
ASV13471	unknown	unknown	unknown	unknown	unknown
ASV13472	unknown	unknown	unknown	unknown	unknown
ASV13473	unknown	unknown	unknown	unknown	unknown
ASV13474	unknown	unknown	unknown	unknown	unknown
ASV13475	unknown	unknown	unknown	unknown	unknown
ASV13476	unknown	unknown	unknown	unknown	unknown
ASV13477	unknown	unknown	unknown	unknown	unknown
ASV13478	unknown	unknown	unknown	unknown	unknown
ASV13479	unknown	unknown	unknown	unknown	unknown
ASV13480	unknown	unknown	unknown	unknown	unknown
ASV13481	unknown	unknown	unknown	unknown	unknown
ASV13482	unknown	unknown	unknown	unknown	unknown
ASV13483	unknown	unknown	unknown	unknown	unknown
ASV13484	unknown	unknown	unknown	unknown	unknown
ASV13485	unknown	unknown	unknown	unknown	unknown
ASV13486	unknown	unknown	unknown	unknown	unknown
ASV13487	unknown	unknown	unknown	unknown	unknown
ASV13488	unknown	unknown	unknown	unknown	unknown
ASV13489	unknown	unknown	unknown	unknown	unknown
ASV13490	unknown	unknown	unknown	unknown	unknown
ASV13491	unknown	unknown	unknown	unknown	unknown
ASV13492	unknown	unknown	unknown	unknown	unknown
ASV13493	unknown	unknown	unknown	unknown	unknown
ASV13494	unknown	unknown	unknown	unknown	unknown
ASV13495	unknown	unknown	unknown	unknown	unknown
ASV13496	unknown	unknown	unknown	unknown	unknown
ASV13497	unknown	unknown	unknown	unknown	unknown
ASV13498	unknown	unknown	unknown	unknown	unknown
ASV13499	unknown	unknown	unknown	unknown	unknown
ASV13500	unknown	unknown	unknown	unknown	unknown
ASV13501	unknown	unknown	unknown	unknown	unknown
ASV13502	unknown	unknown	unknown	unknown	unknown
ASV13503	unknown	unknown	unknown	unknown	unknown
ASV13504	unknown	unknown	unknown	unknown	unknown
ASV13505	unknown	unknown	unknown	unknown	unknown
ASV13506	unknown	unknown	unknown	unknown	unknown
ASV13507	unknown	unknown	unknown	unknown	unknown
ASV13508	unknown	unknown	unknown	unknown	unknown
ASV13509	unknown	unknown	unknown	unknown	unknown
ASV13510	unknown	unknown	unknown	unknown	unknown
ASV13511	unknown	unknown	unknown	unknown	unknown
ASV13512	unknown	unknown	unknown	unknown	unknown
ASV13513	yes	anaerobe	unknown	unknown	unknown
ASV13514	unknown	unknown	unknown	unknown	unknown
ASV13515	unknown	unknown	unknown	unknown	unknown
ASV13516	unknown	unknown	unknown	unknown	unknown
ASV13517	unknown	unknown	unknown	unknown	unknown
ASV13518	unknown	unknown	unknown	unknown	unknown
ASV13519	unknown	unknown	unknown	unknown	unknown
ASV13520	unknown	unknown	unknown	unknown	unknown
ASV13521	unknown	unknown	unknown	unknown	unknown
ASV13522	unknown	unknown	unknown	unknown	unknown
ASV13523	unknown	unknown	unknown	unknown	unknown
ASV13524	unknown	unknown	unknown	unknown	unknown
ASV13525	unknown	unknown	unknown	unknown	unknown
ASV13526	unknown	unknown	unknown	unknown	unknown
ASV13527	unknown	unknown	unknown	unknown	unknown
ASV13528	unknown	unknown	unknown	unknown	unknown
ASV13529	unknown	unknown	unknown	unknown	unknown
ASV13530	unknown	unknown	unknown	unknown	unknown
ASV13531	unknown	unknown	unknown	unknown	unknown
ASV13532	unknown	unknown	unknown	unknown	unknown
ASV13533	unknown	unknown	unknown	unknown	unknown
ASV13534	unknown	unknown	unknown	unknown	unknown
ASV13535	unknown	unknown	unknown	unknown	unknown
ASV13536	unknown	unknown	unknown	unknown	unknown
ASV13537	unknown	unknown	unknown	unknown	unknown
ASV13538	unknown	unknown	unknown	unknown	unknown
ASV13539	yes	anaerobe	unknown	unknown	unknown
ASV13540	unknown	unknown	unknown	unknown	unknown
ASV13541	unknown	unknown	unknown	unknown	unknown
ASV13542	unknown	unknown	unknown	unknown	unknown
ASV13543	unknown	unknown	unknown	unknown	unknown
ASV13544	unknown	unknown	unknown	unknown	unknown
ASV13545	unknown	unknown	unknown	unknown	unknown
ASV13546	unknown	unknown	unknown	unknown	unknown
ASV13547	yes	anaerobe	unknown	unknown	unknown
ASV13548	unknown	unknown	unknown	unknown	unknown
ASV13549	yes	anaerobe	unknown	unknown	unknown
ASV13550	unknown	unknown	unknown	unknown	unknown
ASV13551	unknown	unknown	unknown	unknown	unknown
ASV13552	unknown	unknown	unknown	unknown	unknown
ASV13553	unknown	unknown	unknown	unknown	unknown
ASV13554	unknown	unknown	unknown	unknown	unknown
ASV13555	unknown	unknown	unknown	unknown	unknown
ASV13556	unknown	unknown	unknown	unknown	unknown
ASV13557	unknown	unknown	unknown	unknown	unknown
ASV13558	unknown	unknown	unknown	unknown	unknown
ASV13559	unknown	unknown	unknown	unknown	unknown
ASV13560	unknown	unknown	unknown	unknown	unknown
ASV13561	unknown	unknown	unknown	unknown	unknown
ASV13562	unknown	unknown	unknown	unknown	unknown
ASV13563	unknown	unknown	unknown	unknown	unknown
ASV13564	unknown	unknown	unknown	unknown	unknown
ASV13565	yes	unknown	unknown	unknown	unknown
ASV13566	unknown	unknown	unknown	unknown	unknown
ASV13567	unknown	unknown	unknown	unknown	unknown
ASV13568	unknown	unknown	unknown	unknown	unknown
ASV13569	unknown	unknown	unknown	unknown	unknown
ASV13570	unknown	unknown	unknown	unknown	unknown
ASV13571	unknown	unknown	unknown	unknown	unknown
ASV13572	unknown	unknown	unknown	unknown	unknown
ASV13573	unknown	unknown	unknown	unknown	unknown
ASV13574	unknown	unknown	unknown	unknown	unknown
ASV13575	yes	unknown	unknown	unknown	unknown
ASV13576	unknown	unknown	unknown	unknown	unknown
ASV13577	unknown	unknown	unknown	unknown	unknown
ASV13578	unknown	unknown	unknown	unknown	unknown
ASV13579	unknown	unknown	unknown	unknown	unknown
ASV13580	unknown	unknown	unknown	unknown	unknown
ASV13581	unknown	unknown	unknown	unknown	unknown
ASV13582	unknown	unknown	unknown	unknown	unknown
ASV13583	unknown	unknown	unknown	unknown	unknown
ASV13584	yes	anaerobe	unknown	unknown	unknown
ASV13585	unknown	unknown	unknown	unknown	unknown
ASV13586	unknown	unknown	unknown	unknown	unknown
ASV13587	unknown	unknown	unknown	unknown	unknown
ASV13588	unknown	unknown	unknown	unknown	unknown
ASV13589	unknown	unknown	unknown	unknown	unknown
ASV13590	unknown	unknown	unknown	unknown	unknown
ASV13591	unknown	unknown	unknown	unknown	unknown
ASV13592	unknown	unknown	unknown	unknown	unknown
ASV13593	unknown	unknown	unknown	unknown	unknown
ASV13594	unknown	unknown	unknown	unknown	unknown
ASV13595	unknown	unknown	unknown	unknown	unknown
ASV13596	unknown	unknown	unknown	unknown	unknown
ASV13597	unknown	unknown	unknown	unknown	unknown
ASV13598	unknown	unknown	unknown	unknown	unknown
ASV13599	unknown	unknown	unknown	unknown	unknown
ASV13600	unknown	unknown	unknown	unknown	unknown
ASV13601	unknown	unknown	unknown	unknown	unknown
ASV13602	unknown	unknown	unknown	unknown	unknown
ASV13603	yes	aerobe	positive	unknown	no
ASV13604	unknown	unknown	unknown	unknown	unknown
ASV13605	unknown	unknown	unknown	unknown	unknown
ASV13606	unknown	unknown	unknown	unknown	unknown
ASV13607	unknown	unknown	unknown	unknown	unknown
ASV13608	yes	anaerobe	unknown	unknown	unknown
ASV13609	unknown	unknown	unknown	unknown	unknown
ASV13610	unknown	unknown	unknown	unknown	unknown
ASV13611	unknown	unknown	unknown	unknown	unknown
ASV13612	unknown	unknown	unknown	unknown	unknown
ASV13613	unknown	unknown	unknown	unknown	unknown
ASV13614	unknown	unknown	unknown	unknown	unknown
ASV13615	unknown	unknown	unknown	unknown	unknown
ASV13616	unknown	unknown	unknown	unknown	unknown
ASV13617	unknown	unknown	unknown	unknown	unknown
ASV13618	unknown	unknown	unknown	unknown	unknown
ASV13619	unknown	unknown	unknown	unknown	unknown
ASV13620	unknown	unknown	unknown	unknown	unknown
ASV13621	unknown	unknown	unknown	unknown	unknown
ASV13622	unknown	unknown	unknown	unknown	unknown
ASV13623	unknown	unknown	unknown	unknown	unknown
ASV13624	unknown	unknown	unknown	unknown	unknown
ASV13625	unknown	unknown	unknown	unknown	unknown
ASV13626	unknown	unknown	unknown	unknown	unknown
ASV13627	unknown	unknown	unknown	unknown	unknown
ASV13628	unknown	unknown	unknown	unknown	unknown
ASV13629	unknown	unknown	unknown	unknown	unknown
ASV13630	unknown	unknown	unknown	unknown	unknown
ASV13631	unknown	unknown	unknown	unknown	unknown
ASV13632	unknown	unknown	unknown	unknown	unknown
ASV13633	unknown	unknown	unknown	unknown	unknown
ASV13634	unknown	unknown	unknown	unknown	unknown
ASV13635	unknown	unknown	unknown	unknown	unknown
ASV13636	unknown	unknown	unknown	unknown	unknown
ASV13637	unknown	unknown	unknown	unknown	unknown
ASV13638	unknown	unknown	unknown	unknown	unknown
ASV13639	unknown	unknown	unknown	unknown	unknown
ASV13640	unknown	unknown	unknown	unknown	unknown
ASV13641	unknown	unknown	unknown	unknown	unknown
ASV13642	unknown	unknown	unknown	unknown	unknown
ASV13643	unknown	unknown	unknown	unknown	unknown
ASV13644	unknown	unknown	unknown	unknown	unknown
ASV13645	unknown	unknown	unknown	unknown	unknown
ASV13646	unknown	unknown	unknown	unknown	unknown
ASV13647	unknown	unknown	unknown	unknown	unknown
ASV13648	unknown	unknown	unknown	unknown	unknown
ASV13649	unknown	unknown	unknown	unknown	unknown
ASV13650	unknown	unknown	unknown	unknown	unknown
ASV13651	unknown	unknown	unknown	unknown	unknown
ASV13652	unknown	unknown	unknown	unknown	unknown
ASV13653	unknown	unknown	unknown	unknown	unknown
ASV13654	unknown	unknown	unknown	unknown	unknown
ASV13655	unknown	unknown	unknown	unknown	unknown
ASV13656	unknown	unknown	unknown	unknown	unknown
ASV13657	unknown	unknown	unknown	unknown	unknown
ASV13658	unknown	unknown	unknown	unknown	unknown
ASV13659	unknown	unknown	unknown	unknown	unknown
ASV13660	unknown	unknown	unknown	unknown	unknown
ASV13661	unknown	unknown	unknown	unknown	unknown
ASV13662	unknown	unknown	unknown	unknown	unknown
ASV13663	unknown	unknown	unknown	unknown	unknown
ASV13664	unknown	unknown	unknown	unknown	unknown
ASV13665	unknown	unknown	unknown	unknown	unknown
ASV13666	unknown	unknown	unknown	unknown	unknown
ASV13667	unknown	unknown	unknown	unknown	unknown
ASV13668	unknown	unknown	unknown	unknown	unknown
ASV13669	unknown	unknown	unknown	unknown	unknown
ASV13670	unknown	unknown	unknown	unknown	unknown
ASV13671	unknown	unknown	unknown	unknown	unknown
ASV13672	unknown	unknown	unknown	unknown	unknown
ASV13673	unknown	unknown	unknown	unknown	unknown
ASV13674	unknown	unknown	unknown	unknown	unknown
ASV13675	unknown	unknown	unknown	unknown	unknown
ASV13676	unknown	unknown	unknown	unknown	unknown
ASV13677	unknown	unknown	unknown	unknown	unknown
ASV13678	unknown	unknown	unknown	unknown	unknown
ASV13679	unknown	unknown	unknown	unknown	unknown
ASV13680	unknown	unknown	unknown	unknown	unknown
ASV13681	unknown	unknown	unknown	unknown	unknown
ASV13682	unknown	unknown	unknown	unknown	unknown
ASV13683	unknown	unknown	unknown	unknown	unknown
ASV13684	unknown	unknown	unknown	unknown	unknown
ASV13685	unknown	unknown	unknown	unknown	unknown
ASV13686	unknown	unknown	unknown	unknown	unknown
ASV13687	unknown	unknown	unknown	unknown	unknown
ASV13688	unknown	unknown	unknown	unknown	unknown
ASV13689	unknown	unknown	unknown	unknown	unknown
ASV13690	unknown	unknown	unknown	unknown	unknown
ASV13691	unknown	unknown	unknown	unknown	unknown
ASV13692	unknown	unknown	unknown	unknown	unknown
ASV13693	unknown	unknown	unknown	unknown	unknown
ASV13694	unknown	unknown	unknown	unknown	unknown
ASV13695	unknown	unknown	unknown	unknown	unknown
ASV13696	unknown	unknown	unknown	unknown	unknown
ASV13697	unknown	unknown	unknown	unknown	unknown
ASV13698	unknown	unknown	unknown	unknown	unknown
ASV13699	unknown	unknown	unknown	unknown	unknown
ASV13700	unknown	unknown	unknown	unknown	unknown
ASV13701	unknown	unknown	unknown	unknown	unknown
ASV13702	unknown	unknown	unknown	unknown	unknown
ASV13703	unknown	unknown	unknown	unknown	unknown
ASV13704	unknown	unknown	unknown	unknown	unknown
ASV13705	unknown	unknown	unknown	unknown	unknown
ASV13706	unknown	unknown	unknown	unknown	unknown
ASV13707	unknown	unknown	unknown	unknown	unknown
ASV13708	unknown	unknown	unknown	unknown	unknown
ASV13709	unknown	unknown	unknown	unknown	unknown
ASV13710	unknown	unknown	unknown	unknown	unknown
ASV13711	unknown	unknown	unknown	unknown	unknown
ASV13712	unknown	unknown	unknown	unknown	unknown
ASV13713	unknown	unknown	unknown	unknown	unknown
ASV13714	unknown	unknown	unknown	unknown	unknown
ASV13715	unknown	unknown	unknown	unknown	unknown
ASV13716	yes	unknown	unknown	unknown	unknown
ASV13717	unknown	unknown	unknown	unknown	unknown
ASV13718	yes	anaerobe	unknown	unknown	unknown
ASV13719	unknown	unknown	unknown	unknown	unknown
ASV13720	unknown	unknown	unknown	unknown	unknown
ASV13721	unknown	unknown	unknown	unknown	unknown
ASV13722	unknown	unknown	unknown	unknown	unknown
ASV13723	yes	unknown	unknown	unknown	unknown
ASV13724	unknown	unknown	unknown	unknown	unknown
ASV13725	unknown	unknown	unknown	unknown	unknown
ASV13726	unknown	unknown	unknown	unknown	unknown
ASV13727	unknown	unknown	unknown	unknown	unknown
ASV13728	unknown	unknown	unknown	unknown	unknown
ASV13729	unknown	unknown	unknown	unknown	unknown
ASV13730	unknown	unknown	unknown	unknown	unknown
ASV13731	unknown	unknown	unknown	unknown	unknown
ASV13732	unknown	unknown	unknown	unknown	unknown
ASV13733	unknown	unknown	unknown	unknown	unknown
ASV13734	unknown	unknown	unknown	unknown	unknown
ASV13735	unknown	unknown	unknown	unknown	unknown
ASV13736	unknown	unknown	unknown	unknown	unknown
ASV13737	unknown	unknown	unknown	unknown	unknown
ASV13738	unknown	unknown	unknown	unknown	unknown
ASV13739	unknown	unknown	unknown	unknown	unknown
ASV13740	unknown	unknown	unknown	unknown	unknown
ASV13741	unknown	unknown	unknown	unknown	unknown
ASV13742	unknown	unknown	unknown	unknown	unknown
ASV13743	unknown	unknown	unknown	unknown	unknown
ASV13744	unknown	unknown	unknown	unknown	unknown
ASV13745	unknown	unknown	unknown	unknown	unknown
ASV13746	unknown	unknown	unknown	unknown	unknown
ASV13747	unknown	unknown	unknown	unknown	unknown
ASV13748	unknown	unknown	unknown	unknown	unknown
ASV13749	unknown	unknown	unknown	unknown	unknown
ASV13750	unknown	unknown	unknown	unknown	unknown
ASV13751	unknown	unknown	unknown	unknown	unknown
ASV13752	unknown	unknown	unknown	unknown	unknown
ASV13753	unknown	unknown	unknown	unknown	unknown
ASV13754	unknown	unknown	unknown	unknown	unknown
ASV13755	unknown	unknown	unknown	unknown	unknown
ASV13756	unknown	unknown	unknown	unknown	unknown
ASV13757	unknown	unknown	unknown	unknown	unknown
ASV13758	unknown	unknown	unknown	unknown	unknown
ASV13759	unknown	unknown	unknown	unknown	unknown
ASV13760	unknown	unknown	unknown	unknown	unknown
ASV13761	unknown	unknown	unknown	unknown	unknown
ASV13762	unknown	unknown	unknown	unknown	unknown
ASV13763	unknown	unknown	unknown	unknown	unknown
ASV13764	unknown	unknown	unknown	unknown	unknown
ASV13765	unknown	unknown	unknown	unknown	unknown
ASV13766	unknown	unknown	unknown	unknown	unknown
ASV13767	unknown	unknown	unknown	unknown	unknown
ASV13768	unknown	unknown	unknown	unknown	unknown
ASV13769	unknown	unknown	unknown	unknown	unknown
ASV13770	unknown	unknown	unknown	unknown	unknown
ASV13771	unknown	unknown	unknown	unknown	unknown
ASV13772	unknown	unknown	unknown	unknown	unknown
ASV13773	unknown	unknown	unknown	unknown	unknown
ASV13774	unknown	unknown	unknown	unknown	unknown
ASV13775	unknown	unknown	unknown	unknown	unknown
ASV13776	unknown	unknown	unknown	unknown	unknown
ASV13777	unknown	unknown	unknown	unknown	unknown
ASV13778	unknown	unknown	unknown	unknown	unknown
ASV13779	unknown	unknown	unknown	unknown	unknown
ASV13780	unknown	unknown	unknown	unknown	unknown
ASV13781	unknown	unknown	unknown	unknown	unknown
ASV13782	unknown	unknown	unknown	unknown	unknown
ASV13783	unknown	unknown	unknown	unknown	unknown
ASV13784	unknown	unknown	unknown	unknown	unknown
ASV13785	unknown	unknown	unknown	unknown	unknown
ASV13786	unknown	unknown	unknown	unknown	unknown
ASV13787	unknown	unknown	unknown	unknown	unknown
ASV13788	unknown	unknown	unknown	unknown	unknown
ASV13789	unknown	unknown	unknown	unknown	unknown
ASV13790	unknown	unknown	unknown	unknown	unknown
ASV13791	unknown	unknown	unknown	unknown	unknown
ASV13792	unknown	unknown	unknown	unknown	unknown
ASV13793	unknown	unknown	unknown	unknown	unknown
ASV13794	unknown	unknown	unknown	unknown	unknown
ASV13795	unknown	unknown	unknown	unknown	unknown
ASV13796	unknown	unknown	unknown	unknown	unknown
ASV13797	unknown	unknown	unknown	unknown	unknown
ASV13798	unknown	unknown	unknown	unknown	unknown
ASV13799	unknown	unknown	unknown	unknown	unknown
ASV13800	unknown	unknown	unknown	unknown	unknown
ASV13801	unknown	unknown	unknown	unknown	unknown
ASV13802	unknown	unknown	unknown	unknown	unknown
ASV13803	unknown	unknown	unknown	unknown	unknown
ASV13804	unknown	unknown	unknown	unknown	unknown
ASV13805	unknown	unknown	unknown	unknown	unknown
ASV13806	unknown	unknown	unknown	unknown	unknown
ASV13807	unknown	unknown	unknown	unknown	unknown
ASV13808	unknown	unknown	unknown	unknown	unknown
ASV13809	unknown	unknown	unknown	unknown	unknown
ASV13810	unknown	unknown	unknown	unknown	unknown
ASV13811	unknown	unknown	unknown	unknown	unknown
ASV13812	unknown	unknown	unknown	unknown	unknown
ASV13813	unknown	unknown	unknown	unknown	unknown
ASV13814	unknown	unknown	unknown	unknown	unknown
ASV13815	unknown	unknown	unknown	unknown	unknown
ASV13816	yes	anaerobe	unknown	unknown	unknown
ASV13817	unknown	unknown	unknown	unknown	unknown
ASV13818	unknown	unknown	unknown	unknown	unknown
ASV13819	unknown	unknown	unknown	unknown	unknown
ASV13820	unknown	unknown	unknown	unknown	unknown
ASV13821	unknown	unknown	unknown	unknown	unknown
ASV13822	unknown	unknown	unknown	unknown	unknown
ASV13823	unknown	unknown	unknown	unknown	unknown
ASV13824	unknown	unknown	unknown	unknown	unknown
ASV13825	unknown	unknown	unknown	unknown	unknown
ASV13826	unknown	unknown	unknown	unknown	unknown
ASV13827	unknown	unknown	unknown	unknown	unknown
ASV13828	unknown	unknown	unknown	unknown	unknown
ASV13829	unknown	unknown	unknown	unknown	unknown
ASV13830	unknown	unknown	unknown	unknown	unknown
ASV13831	unknown	unknown	unknown	unknown	unknown
ASV13832	unknown	unknown	unknown	unknown	unknown
ASV13833	unknown	unknown	unknown	unknown	unknown
ASV13834	unknown	unknown	unknown	unknown	unknown
ASV13835	unknown	unknown	unknown	unknown	unknown
ASV13836	unknown	unknown	unknown	unknown	unknown
ASV13837	unknown	unknown	unknown	unknown	unknown
ASV13838	unknown	unknown	unknown	unknown	unknown
ASV13839	unknown	unknown	unknown	unknown	unknown
ASV13840	unknown	unknown	unknown	unknown	unknown
ASV13841	unknown	unknown	unknown	unknown	unknown
ASV13842	unknown	unknown	unknown	unknown	unknown
ASV13843	unknown	unknown	unknown	unknown	unknown
ASV13844	unknown	unknown	unknown	unknown	unknown
ASV13845	unknown	unknown	unknown	unknown	unknown
ASV13846	unknown	unknown	unknown	unknown	unknown
ASV13847	unknown	unknown	unknown	unknown	unknown
ASV13848	unknown	unknown	unknown	unknown	unknown
ASV13849	unknown	unknown	unknown	unknown	unknown
ASV13850	unknown	unknown	unknown	unknown	unknown
ASV13851	unknown	unknown	unknown	unknown	unknown
ASV13852	unknown	unknown	unknown	unknown	unknown
ASV13853	unknown	unknown	unknown	unknown	unknown
ASV13854	yes	anaerobe	unknown	unknown	unknown
ASV13855	unknown	unknown	unknown	unknown	unknown
ASV13856	yes	unknown	unknown	unknown	unknown
ASV13857	unknown	unknown	unknown	unknown	unknown
ASV13858	unknown	unknown	unknown	unknown	unknown
ASV13859	unknown	unknown	unknown	unknown	unknown
ASV13860	unknown	unknown	unknown	unknown	unknown
ASV13861	unknown	unknown	unknown	unknown	unknown
ASV13862	unknown	unknown	unknown	unknown	unknown
ASV13863	unknown	unknown	unknown	unknown	unknown
ASV13864	unknown	unknown	unknown	unknown	unknown
ASV13865	unknown	unknown	unknown	unknown	unknown
ASV13866	unknown	unknown	unknown	unknown	unknown
ASV13867	unknown	unknown	unknown	unknown	unknown
ASV13868	unknown	unknown	unknown	unknown	unknown
ASV13869	unknown	unknown	unknown	unknown	unknown
ASV13870	unknown	unknown	unknown	unknown	unknown
ASV13871	unknown	unknown	unknown	unknown	unknown
ASV13872	unknown	unknown	unknown	unknown	unknown
ASV13873	unknown	unknown	unknown	unknown	unknown
ASV13874	unknown	unknown	unknown	unknown	unknown
ASV13875	unknown	unknown	unknown	unknown	unknown
ASV13876	unknown	unknown	unknown	unknown	unknown
ASV13877	unknown	unknown	unknown	unknown	unknown
ASV13878	unknown	unknown	unknown	unknown	unknown
ASV13879	unknown	unknown	unknown	unknown	unknown
ASV13880	unknown	unknown	unknown	unknown	unknown
ASV13881	unknown	unknown	unknown	unknown	unknown
ASV13882	unknown	unknown	unknown	unknown	unknown
ASV13883	unknown	unknown	unknown	unknown	unknown
ASV13884	unknown	unknown	unknown	unknown	unknown
ASV13885	unknown	unknown	unknown	unknown	unknown
ASV13886	unknown	unknown	unknown	unknown	unknown
ASV13887	unknown	unknown	unknown	unknown	unknown
ASV13888	unknown	unknown	unknown	unknown	unknown
ASV13889	unknown	unknown	unknown	unknown	unknown
ASV13890	unknown	unknown	unknown	unknown	unknown
ASV13891	unknown	unknown	unknown	unknown	unknown
ASV13892	unknown	unknown	unknown	unknown	unknown
ASV13893	unknown	unknown	unknown	unknown	unknown
ASV13894	unknown	unknown	unknown	unknown	unknown
ASV13895	unknown	unknown	unknown	unknown	unknown
ASV13896	unknown	unknown	unknown	unknown	unknown
ASV13897	no	unknown	unknown	unknown	unknown
ASV13898	unknown	unknown	unknown	unknown	unknown
ASV13899	unknown	unknown	unknown	unknown	unknown
ASV13900	unknown	unknown	unknown	unknown	unknown
ASV13901	unknown	unknown	unknown	unknown	unknown
ASV13902	unknown	unknown	unknown	unknown	unknown
ASV13903	unknown	unknown	unknown	unknown	unknown
ASV13904	unknown	unknown	unknown	unknown	unknown
ASV13905	unknown	unknown	unknown	unknown	unknown
ASV13906	unknown	unknown	unknown	unknown	unknown
ASV13907	unknown	unknown	unknown	unknown	unknown
ASV13908	unknown	unknown	unknown	unknown	unknown
ASV13909	unknown	unknown	unknown	unknown	unknown
ASV13910	unknown	unknown	unknown	unknown	unknown
ASV13911	unknown	unknown	unknown	unknown	unknown
ASV13912	unknown	unknown	unknown	unknown	unknown
ASV13913	unknown	unknown	unknown	unknown	unknown
ASV13914	unknown	unknown	unknown	unknown	unknown
ASV13915	unknown	unknown	unknown	unknown	unknown
ASV13916	unknown	unknown	unknown	unknown	unknown
ASV13917	unknown	unknown	unknown	unknown	unknown
ASV13918	unknown	unknown	unknown	unknown	unknown
ASV13919	unknown	unknown	unknown	unknown	unknown
ASV13920	unknown	unknown	unknown	unknown	unknown
ASV13921	unknown	unknown	unknown	unknown	unknown
ASV13922	unknown	unknown	unknown	unknown	unknown
ASV13923	unknown	unknown	unknown	unknown	unknown
ASV13924	unknown	unknown	unknown	unknown	unknown
ASV13925	unknown	unknown	unknown	unknown	unknown
ASV13926	unknown	unknown	unknown	unknown	unknown
ASV13927	unknown	unknown	unknown	unknown	unknown
ASV13928	unknown	unknown	unknown	unknown	unknown
ASV13929	unknown	unknown	unknown	unknown	unknown
ASV13930	unknown	unknown	unknown	unknown	unknown
ASV13931	unknown	unknown	unknown	unknown	unknown
ASV13932	unknown	unknown	unknown	unknown	unknown
ASV13933	unknown	unknown	unknown	unknown	unknown
ASV13934	unknown	unknown	unknown	unknown	unknown
ASV13935	unknown	unknown	unknown	unknown	unknown
ASV13936	unknown	unknown	unknown	unknown	unknown
ASV13937	unknown	unknown	unknown	unknown	unknown
ASV13938	unknown	unknown	unknown	unknown	unknown
ASV13939	unknown	unknown	unknown	unknown	unknown
ASV13940	unknown	unknown	unknown	unknown	unknown
ASV13941	unknown	unknown	unknown	unknown	unknown
ASV13942	unknown	unknown	unknown	unknown	unknown
ASV13943	unknown	unknown	unknown	unknown	unknown
ASV13944	unknown	unknown	unknown	unknown	unknown
ASV13945	unknown	unknown	unknown	unknown	unknown
ASV13946	unknown	unknown	unknown	unknown	unknown
ASV13947	unknown	unknown	unknown	unknown	unknown
ASV13948	unknown	unknown	unknown	unknown	unknown
ASV13949	unknown	unknown	unknown	unknown	unknown
ASV13950	unknown	unknown	unknown	unknown	unknown
ASV13951	unknown	unknown	unknown	unknown	unknown
ASV13952	unknown	unknown	unknown	unknown	unknown
ASV13953	unknown	unknown	unknown	unknown	unknown
ASV13954	unknown	unknown	unknown	unknown	unknown
ASV13955	unknown	unknown	unknown	unknown	unknown
ASV13956	unknown	unknown	unknown	unknown	unknown
ASV13957	unknown	unknown	unknown	unknown	unknown
ASV13958	unknown	unknown	unknown	unknown	unknown
ASV13959	unknown	unknown	unknown	unknown	unknown
ASV13960	unknown	unknown	unknown	unknown	unknown
ASV13961	unknown	unknown	unknown	unknown	unknown
ASV13962	unknown	unknown	unknown	unknown	unknown
ASV13963	unknown	unknown	unknown	unknown	unknown
ASV13964	unknown	unknown	unknown	unknown	unknown
ASV13965	unknown	unknown	unknown	unknown	unknown
ASV13966	unknown	unknown	unknown	unknown	unknown
ASV13967	unknown	unknown	unknown	unknown	unknown
